repo_full_name,contributor_login,contributions,type
matplotlib/matplotlib,mdehoon,58,User
matplotlib/matplotlib,mgiuca-google,57,User
matplotlib/matplotlib,Carreau,57,User
matplotlib/matplotlib,matthew-brett,56,User
matplotlib/matplotlib,StefRe,54,User
matplotlib/matplotlib,eric-wieser,53,User
matplotlib/matplotlib,mmetz-bn,53,User
matplotlib/matplotlib,montefra,50,User
matplotlib/matplotlib,dhyams,49,User
matplotlib/matplotlib,NNemec,48,User
matplotlib/matplotlib,aitikgupta,48,User
matplotlib/matplotlib,stefmolin,46,User
matplotlib/matplotlib,endolith,46,User
matplotlib/matplotlib,larsoner,45,User
matplotlib/matplotlib,DietmarSchwertberger,44,User
matplotlib/matplotlib,ameligrana,43,User
matplotlib/matplotlib,jaytmiller,42,User
matplotlib/matplotlib,pkienzle,42,Anonymous
matplotlib/matplotlib,saranti,41,User
matplotlib/matplotlib,brunobeltran,41,User
matplotlib/matplotlib,matthewfeickert,40,User
matplotlib/matplotlib,patniharshit,39,User
matplotlib/matplotlib,megies,39,User
matplotlib/matplotlib,mspacek,37,User
matplotlib/matplotlib,joferkington,36,User
matplotlib/matplotlib,chahak13,36,User
matplotlib/matplotlib,rwpenney,35,User
matplotlib/matplotlib,astrofrog,35,User
matplotlib/matplotlib,devRD,34,User
matplotlib/matplotlib,kolibril13,32,User
matplotlib/matplotlib,pganssle,32,User
matplotlib/matplotlib,deep-jkl,31,User
matplotlib/matplotlib,toddrjen,31,User
matplotlib/matplotlib,melissawm,30,User
matplotlib/matplotlib,sasoripathos,29,User
matplotlib/matplotlib,Paul Barret,29,Anonymous
matplotlib/matplotlib,bcongdon,29,User
matplotlib/matplotlib,madphysicist,28,User
matplotlib/matplotlib,SidharthBansal,28,User
matplotlib/matplotlib,neggert,28,User
matplotlib/matplotlib,maxnoe,28,User
matplotlib/matplotlib,katyhuff,28,User
matplotlib/matplotlib,DWesl,27,User
matplotlib/matplotlib,pharshalp,27,User
matplotlib/matplotlib,Alexis Bienvenüe,27,Anonymous
matplotlib/matplotlib,domspad,26,Anonymous
matplotlib/matplotlib,johan12345,25,User
matplotlib/matplotlib,immaxchen,25,User
pandas-dev/pandas,jbrockmendel,4969,User
pandas-dev/pandas,jreback,4731,User
pandas-dev/pandas,wesm,3127,User
pandas-dev/pandas,jorisvandenbossche,1561,User
pandas-dev/pandas,mroeschke,1488,User
pandas-dev/pandas,phofl,1132,User
pandas-dev/pandas,y-p,943,Anonymous
pandas-dev/pandas,TomAugspurger,655,User
pandas-dev/pandas,simonjayhawkins,628,User
pandas-dev/pandas,cpcloud,607,User
pandas-dev/pandas,rhshadrach,492,User
pandas-dev/pandas,gfyoung,460,User
pandas-dev/pandas,topper-123,423,User
pandas-dev/pandas,sinhrks,409,User
pandas-dev/pandas,tuhinsharma121,402,User
pandas-dev/pandas,Chang She,375,Anonymous
pandas-dev/pandas,MarcoGorelli,340,User
pandas-dev/pandas,WillAyd,340,User
pandas-dev/pandas,adamklein,327,User
pandas-dev/pandas,datapythonista,275,User
pandas-dev/pandas,jtratner,250,User
pandas-dev/pandas,changhiskhan,246,User
pandas-dev/pandas,lithomas1,245,User
pandas-dev/pandas,lukemanley,225,User
pandas-dev/pandas,twoertwein,221,User
pandas-dev/pandas,ShaharNaveh,206,User
pandas-dev/pandas,attack68,203,User
pandas-dev/pandas,natmokval,170,User
pandas-dev/pandas,jschendel,163,User
pandas-dev/pandas,hayd,160,User
pandas-dev/pandas,fangchenli,156,User
pandas-dev/pandas,dsaxton,155,User
pandas-dev/pandas,mzeitlin11,118,User
pandas-dev/pandas,DeaMariaLeon,114,User
pandas-dev/pandas,orbitfold,111,User
pandas-dev/pandas,Tom Augspurger,104,Anonymous
pandas-dev/pandas,alimcmaster1,104,User
pandas-dev/pandas,toobaz,93,User
pandas-dev/pandas,charlesdong1991,89,User
pandas-dev/pandas,jseabold,89,User
pandas-dev/pandas,chris-b1,86,User
pandas-dev/pandas,h-vetinari,85,User
pandas-dev/pandas,Dr-Irv,84,User
pandas-dev/pandas,shoyer,83,User
pandas-dev/pandas,lodagro,77,User
pandas-dev/pandas,arw2019,74,User
pandas-dev/pandas,bashtage,74,User
pandas-dev/pandas,ivanovmg,67,User
pandas-dev/pandas,SaturnFromTitan,62,User
pandas-dev/pandas,TomAugspurger,61,Anonymous
pandas-dev/pandas,mortada,58,User
pandas-dev/pandas,qwhelan,56,User
pandas-dev/pandas,Moisan,55,User
pandas-dev/pandas,dependabot[bot],54,Bot
pandas-dev/pandas,behzadnouri,54,User
pandas-dev/pandas,takluyver,54,User
pandas-dev/pandas,jordan-d-murphy,51,User
pandas-dev/pandas,kawochen,49,User
pandas-dev/pandas,Komnomnomnom,43,User
pandas-dev/pandas,yuanx749,41,User
pandas-dev/pandas,reidy-p,40,User
pandas-dev/pandas,tqa236,40,User
pandas-dev/pandas,Dieter Vandenbussche,40,Anonymous
pandas-dev/pandas,bwignall,38,User
pandas-dev/pandas,zhengruifeng,38,User
pandas-dev/pandas,partev,37,User
pandas-dev/pandas,luke396,35,User
pandas-dev/pandas,Aloqeely,34,User
pandas-dev/pandas,star1327p,33,User
pandas-dev/pandas,Alvaro-Kothe,33,User
pandas-dev/pandas,dsm054,32,User
pandas-dev/pandas,avinashpancham,32,User
pandas-dev/pandas,jonashaag,32,User
pandas-dev/pandas,jankatins,31,User
pandas-dev/pandas,makbigc,31,User
pandas-dev/pandas,rockg,30,User
pandas-dev/pandas,gliptak,30,User
pandas-dev/pandas,debnathshoham,30,User
pandas-dev/pandas,snitish,30,User
pandas-dev/pandas,wjandrea,29,User
pandas-dev/pandas,evanpw,29,User
pandas-dev/pandas,Khor Chean Wei,29,Anonymous
pandas-dev/pandas,immerrr,29,User
pandas-dev/pandas,yarikoptic,29,User
pandas-dev/pandas,davidastephens,27,User
pandas-dev/pandas,Charlie-XIAO,27,User
pandas-dev/pandas,stephenwlin,26,User
pandas-dev/pandas,realead,26,User
pandas-dev/pandas,github-actions[bot],26,Bot
pandas-dev/pandas,JustinZhengBC,26,User
pandas-dev/pandas,thoo,25,User
pandas-dev/pandas,pre-commit-ci[bot],25,Bot
pandas-dev/pandas,erfannariman,24,User
pandas-dev/pandas,GYHHAHA,24,User
pandas-dev/pandas,FHaase,23,User
pandas-dev/pandas,rsm-23,23,User
pandas-dev/pandas,danielballan,23,User
pandas-dev/pandas,Licht-T,22,User
pandas-dev/pandas,ganevgv,22,User
pandas-dev/pandas,ryankarlos,21,User
scikit-learn/scikit-learn,ogrisel,2560,User
scikit-learn/scikit-learn,amueller,2073,User
scikit-learn/scikit-learn,Gael Varoquaux,1784,Anonymous
scikit-learn/scikit-learn,Fabian Pedregosa,1596,Anonymous
scikit-learn/scikit-learn,larsmans,1265,User
scikit-learn/scikit-learn,agramfort,1086,User
scikit-learn/scikit-learn,glouppe,936,User
scikit-learn/scikit-learn,thomasjpfan,919,User
scikit-learn/scikit-learn,pprett,860,User
scikit-learn/scikit-learn,mblondel,778,User
scikit-learn/scikit-learn,vene,775,User
scikit-learn/scikit-learn,jnothman,773,User
scikit-learn/scikit-learn,glemaitre,659,User
scikit-learn/scikit-learn,lesteve,639,User
scikit-learn/scikit-learn,arjoly,580,User
scikit-learn/scikit-learn,jeremiedbb,477,User
scikit-learn/scikit-learn,scikit-learn-bot,400,User
scikit-learn/scikit-learn,Jaques Grobler,362,Anonymous
scikit-learn/scikit-learn,jakevdp,343,User
scikit-learn/scikit-learn,MechCoder,313,User
scikit-learn/scikit-learn,adrinjalali,296,User
scikit-learn/scikit-learn,qinhanmin2014,264,User
scikit-learn/scikit-learn,NicolasHug,250,User
scikit-learn/scikit-learn,NelleV,238,User
scikit-learn/scikit-learn,robertlayton,233,User
scikit-learn/scikit-learn,lucyleeow,230,User
scikit-learn/scikit-learn,Jan Hendrik Metzen,210,Anonymous
scikit-learn/scikit-learn,lorentzenchr,199,User
scikit-learn/scikit-learn,Brian Holt,198,Anonymous
scikit-learn/scikit-learn,Noel Dawe,187,Anonymous
scikit-learn/scikit-learn,raghavrv,140,User
scikit-learn/scikit-learn,ahojnnes,137,User
scikit-learn/scikit-learn,jjerphan,132,User
scikit-learn/scikit-learn,rth,132,User
scikit-learn/scikit-learn,TomDLT,113,User
scikit-learn/scikit-learn,Charlie-XIAO,111,User
scikit-learn/scikit-learn,StefanieSenger,109,User
scikit-learn/scikit-learn,weilinear,109,User
scikit-learn/scikit-learn,dengemann,106,Anonymous
scikit-learn/scikit-learn,cmarmo,105,User
scikit-learn/scikit-learn,clayw,103,User
scikit-learn/scikit-learn,betatim,100,User
scikit-learn/scikit-learn,kemaleren,100,User
scikit-learn/scikit-learn,oddskool,95,User
scikit-learn/scikit-learn,AlexanderFabisch,91,User
scikit-learn/scikit-learn,alextp,87,User
scikit-learn/scikit-learn,ArturoAmorQ,86,User
scikit-learn/scikit-learn,bthirion,85,User
scikit-learn/scikit-learn,OmarManzoor,84,User
scikit-learn/scikit-learn,VirgileFritsch,83,User
scikit-learn/scikit-learn,alfaro96,82,User
scikit-learn/scikit-learn,hamsal,82,User
scikit-learn/scikit-learn,dsullivan7,82,User
scikit-learn/scikit-learn,Micky774,80,User
scikit-learn/scikit-learn,star1327p,78,User
scikit-learn/scikit-learn,ibayer,72,User
scikit-learn/scikit-learn,Vincent Michel,71,Anonymous
scikit-learn/scikit-learn,ronw,63,User
scikit-learn/scikit-learn,genvalen,63,User
scikit-learn/scikit-learn,FlorianWilhelm,63,User
scikit-learn/scikit-learn,jmloyola,61,User
scikit-learn/scikit-learn,maheshakya,58,User
scikit-learn/scikit-learn,satra,58,User
scikit-learn/scikit-learn,DimitriPapadopoulos,58,User
scikit-learn/scikit-learn,mjbommar,51,User
scikit-learn/scikit-learn,franslarsson,49,User
scikit-learn/scikit-learn,yarikoptic,49,User
scikit-learn/scikit-learn,nelson-liu,48,User
scikit-learn/scikit-learn,rprkh,48,User
scikit-learn/scikit-learn,Edouard DUCHESNAY,45,Anonymous
scikit-learn/scikit-learn,Tialo,45,User
scikit-learn/scikit-learn,kastnerkyle,42,User
scikit-learn/scikit-learn,marenwestermann,41,User
scikit-learn/scikit-learn,hlin117,40,User
scikit-learn/scikit-learn,Florian Wilhelm,39,Anonymous
scikit-learn/scikit-learn,conradlee,39,User
scikit-learn/scikit-learn,cbrnr,38,User
scikit-learn/scikit-learn,NicolasTr,38,User
scikit-learn/scikit-learn,paolo-losi,38,User
scikit-learn/scikit-learn,Titan-C,38,User
scikit-learn/scikit-learn,zaxtax,37,User
scikit-learn/scikit-learn,dubourg,37,User
scikit-learn/scikit-learn,MaxwellLZH,37,User
scikit-learn/scikit-learn,JeanKossaifi,36,User
scikit-learn/scikit-learn,lucidfrontier45,36,User
scikit-learn/scikit-learn,yenchenlin,35,User
scikit-learn/scikit-learn,yuanx749,35,User
scikit-learn/scikit-learn,untom,35,User
scikit-learn/scikit-learn,DeaMariaLeon,35,User
scikit-learn/scikit-learn,chyikwei,35,User
scikit-learn/scikit-learn,npinto,34,User
scikit-learn/scikit-learn,trevorstephens,34,User
scikit-learn/scikit-learn,alexis-mignon,32,User
scikit-learn/scikit-learn,jorisvandenbossche,32,User
scikit-learn/scikit-learn,eickenberg,32,User
scikit-learn/scikit-learn,pgervais,32,User
scikit-learn/scikit-learn,adam2392,31,User
scikit-learn/scikit-learn,albertcthomas,31,User
scikit-learn/scikit-learn,kmike,31,User
scikit-learn/scikit-learn,maikia,31,User
statsmodels/statsmodels,josef-pkt,3840,User
statsmodels/statsmodels,jseabold,2884,User
statsmodels/statsmodels,bashtage,2661,User
statsmodels/statsmodels,ChadFulton,1480,User
statsmodels/statsmodels,kshedden,1057,User
statsmodels/statsmodels,jbrockmendel,474,User
statsmodels/statsmodels,j-grana6,205,User
statsmodels/statsmodels,thequackdaddy,165,User
statsmodels/statsmodels,Vincent Arel-Bundock,145,Anonymous
statsmodels/statsmodels,wesm,137,User
statsmodels/statsmodels,Christopher Burns,135,Anonymous
statsmodels/statsmodels,Jonathan Taylor,134,Anonymous
statsmodels/statsmodels,langmore,130,User
statsmodels/statsmodels,bartbkr,110,User
statsmodels/statsmodels,Ralf Gommers,101,Anonymous
statsmodels/statsmodels,yogabonito,97,User
statsmodels/statsmodels,agriyakhetarpal,89,User
statsmodels/statsmodels,s-scherrer,84,User
statsmodels/statsmodels,evgenyzhurko,79,User
statsmodels/statsmodels,Kevin Sheppard,64,Anonymous
statsmodels/statsmodels,matthew-brett,59,User
statsmodels/statsmodels,EnricoGiampieri,50,User
statsmodels/statsmodels,yl565,44,User
statsmodels/statsmodels,jarrodmillman,43,User
statsmodels/statsmodels,phobson,43,User
statsmodels/statsmodels,vincentdavis,38,User
statsmodels/statsmodels,tupui,36,User
statsmodels/statsmodels,TomAugspurger,31,User
statsmodels/statsmodels,tvanzyl,30,User
statsmodels/statsmodels,alexbrc,25,User
statsmodels/statsmodels,tyleha,24,User
statsmodels/statsmodels,fperez,22,User
statsmodels/statsmodels,tatamiya,22,User
statsmodels/statsmodels,yarikoptic,21,User
statsmodels/statsmodels,Mike Crowe,21,Anonymous
statsmodels/statsmodels,Padarn,20,User
statsmodels/statsmodels,dependabot[bot],20,Bot
statsmodels/statsmodels,esmucler,20,User
statsmodels/statsmodels,lbybee,20,User
statsmodels/statsmodels,ScottWPiraino,20,User
statsmodels/statsmodels,w31ha0,20,User
statsmodels/statsmodels,guyrt,19,User
statsmodels/statsmodels,luke396,18,User
statsmodels/statsmodels,dengemann,18,User
statsmodels/statsmodels,Tom Augspurger,18,Anonymous
statsmodels/statsmodels,Bolzano-Weierstrass,18,User
statsmodels/statsmodels,KishManani,16,User
statsmodels/statsmodels,aadams,15,User
statsmodels/statsmodels,brentp,15,User
statsmodels/statsmodels,kiyoto,15,User
statsmodels/statsmodels,Chris Jordan-Squire,14,Anonymous
statsmodels/statsmodels,EC-AI,14,User
statsmodels/statsmodels,PierreBdR,14,User
statsmodels/statsmodels,rebecca-palmer,14,User
statsmodels/statsmodels,jacobkimmel,12,User
statsmodels/statsmodels,Christian Lorentzen,11,Anonymous
statsmodels/statsmodels,GaelVaroquaux,11,User
statsmodels/statsmodels,kumaraditya303,11,User
statsmodels/statsmodels,toobaz,11,User
statsmodels/statsmodels,jackzyliu,11,User
statsmodels/statsmodels,SHH,10,Anonymous
statsmodels/statsmodels,vasudeva-ram,9,User
statsmodels/statsmodels,partev,9,User
statsmodels/statsmodels,europeanplaice,9,User
statsmodels/statsmodels,danjp93,9,User
statsmodels/statsmodels,mbatchkarov,9,User
statsmodels/statsmodels,cclauss,8,User
statsmodels/statsmodels,ev-br,8,User
statsmodels/statsmodels,gpanterov,8,User
statsmodels/statsmodels,mikylucky,8,User
statsmodels/statsmodels,Tom Waite,8,Anonymous
statsmodels/statsmodels,DonBeo,8,User
statsmodels/statsmodels,EwoutH,8,User
statsmodels/statsmodels,MarcBresson,7,User
statsmodels/statsmodels,vsriram11,7,User
statsmodels/statsmodels,carljv,7,User
statsmodels/statsmodels,Max-FM,7,User
statsmodels/statsmodels,rgommers,7,User
statsmodels/statsmodels,rc,7,User
statsmodels/statsmodels,Trent Hauck,7,Anonymous
statsmodels/statsmodels,cimarieta,6,User
statsmodels/statsmodels,aglebov,6,User
statsmodels/statsmodels,gmcmacran,6,User
statsmodels/statsmodels,jankatins,6,User
statsmodels/statsmodels,JimVaranelli,6,User
statsmodels/statsmodels,vindex10,6,User
statsmodels/statsmodels,ZhiqingXiao,6,User
statsmodels/statsmodels,hugovk,5,User
statsmodels/statsmodels,mortonjt,5,User
statsmodels/statsmodels,ropeladder,5,User
statsmodels/statsmodels,N-Wouda,5,User
statsmodels/statsmodels,mbadger,5,Anonymous
statsmodels/statsmodels,joesnacks,5,User
statsmodels/statsmodels,hoechenberger,5,User
statsmodels/statsmodels,prajwalk-sportsbet,5,User
statsmodels/statsmodels,Marvin Mueller,5,Anonymous
statsmodels/statsmodels,Joey Stockermans,5,Anonymous
statsmodels/statsmodels,has2k1,5,User
statsmodels/statsmodels,hmgaudecker,5,User
statsmodels/statsmodels,AnaMP,5,User
mwaskom/seaborn,mwaskom,2650,User
mwaskom/seaborn,MaozGelbart,75,User
mwaskom/seaborn,olgabot,65,User
mwaskom/seaborn,joelostblom,24,User
mwaskom/seaborn,phobson,20,User
mwaskom/seaborn,lukauskas,20,User
mwaskom/seaborn,Drew O'Kane,18,Anonymous
mwaskom/seaborn,dcgemperline,13,User
mwaskom/seaborn,TomAugspurger,9,User
mwaskom/seaborn,yarikoptic,9,User
mwaskom/seaborn,dependabot[bot],8,Bot
mwaskom/seaborn,Michael Waskom,8,Anonymous
mwaskom/seaborn,wintermind,8,User
mwaskom/seaborn,JWarmenhoven,8,User
mwaskom/seaborn,EwoutH,7,User
mwaskom/seaborn,Julian de Ruiter,6,Anonymous
mwaskom/seaborn,gkunter,6,Anonymous
mwaskom/seaborn,"Gravish, Nick",5,Anonymous
mwaskom/seaborn,jakevdp,5,User
mwaskom/seaborn,shoyer,5,User
mwaskom/seaborn,pyeguy,5,User
mwaskom/seaborn,sdvillal,4,User
mwaskom/seaborn,gkunter,4,User
mwaskom/seaborn,e-q,4,User
mwaskom/seaborn,yvonnefroehlich,4,User
mwaskom/seaborn,stefmolin,4,User
mwaskom/seaborn,petebachant,4,User
mwaskom/seaborn,marcelm,4,User
mwaskom/seaborn,kyleam,4,User
mwaskom/seaborn,CorbanSwain,4,User
mwaskom/seaborn,alimanfoo,4,User
mwaskom/seaborn,pnacht,3,User
mwaskom/seaborn,ttbrunner,3,User
mwaskom/seaborn,tyarkoni,3,User
mwaskom/seaborn,drewokane,3,User
mwaskom/seaborn,BrianLandry,3,User
mwaskom/seaborn,clarkfitzg,3,User
mwaskom/seaborn,StefRe,3,User
mwaskom/seaborn,mikepqr,3,User
mwaskom/seaborn,cgevans,3,User
mwaskom/seaborn,Freed-Wu,2,User
mwaskom/seaborn,dawehner,2,User
mwaskom/seaborn,benjaminrose,2,User
mwaskom/seaborn,moosekaka,2,User
mwaskom/seaborn,lincolnfrias,2,User
mwaskom/seaborn,codemurt,2,User
mwaskom/seaborn,tonyyzy,2,User
mwaskom/seaborn,TomAugspurger,2,Anonymous
mwaskom/seaborn,megies,2,User
mwaskom/seaborn,timgates42,2,User
mwaskom/seaborn,toddrme2178,2,User
mwaskom/seaborn,tlnagy,2,User
mwaskom/seaborn,hartwork,2,User
mwaskom/seaborn,samuelstjean,2,User
mwaskom/seaborn,adelq,2,User
mwaskom/seaborn,hamdanal,2,User
mwaskom/seaborn,anntzer,2,User
mwaskom/seaborn,arokem,2,User
mwaskom/seaborn,benlindsay,2,User
mwaskom/seaborn,beyarkay,2,User
mwaskom/seaborn,Chris Fonnesbeck,2,Anonymous
mwaskom/seaborn,miquelastein,2,User
mwaskom/seaborn,mroeschke,2,User
mwaskom/seaborn,luispedro,2,User
mwaskom/seaborn,ksunden,2,User
mwaskom/seaborn,cynddl,2,User
mwaskom/seaborn,Erik Ziegler,2,Anonymous
mwaskom/seaborn,Gregory Hitz,2,Anonymous
mwaskom/seaborn,jnothman,2,User
mwaskom/seaborn,badge,1,User
mwaskom/seaborn,brownsarahm,1,User
mwaskom/seaborn,sebp,1,User
mwaskom/seaborn,sergiopasra,1,User
mwaskom/seaborn,jseabold,1,User
mwaskom/seaborn,sappelhoff,1,User
mwaskom/seaborn,staeff,1,User
mwaskom/seaborn,stepthom,1,User
mwaskom/seaborn,staeiou,1,User
mwaskom/seaborn,tkf,1,User
mwaskom/seaborn,talgalili,1,User
mwaskom/seaborn,spisakt,1,User
mwaskom/seaborn,Denbergvanthijs,1,User
mwaskom/seaborn,tacaswell,1,User
mwaskom/seaborn,thomasjpfan,1,User
mwaskom/seaborn,bondarevts,1,User
mwaskom/seaborn,tknuth,1,User
mwaskom/seaborn,Carreau,1,User
mwaskom/seaborn,Matvey-SD,1,User
mwaskom/seaborn,max-sixty,1,User
mwaskom/seaborn,michaelquinn32,1,User
mwaskom/seaborn,miikka,1,User
mwaskom/seaborn,Mitch Negus,1,Anonymous
mwaskom/seaborn,niemasd,1,User
mwaskom/seaborn,nokoshu,1,User
mwaskom/seaborn,ondrejzacha,1,User
mwaskom/seaborn,oscargus,1,User
mwaskom/seaborn,wonderb0lt,1,User
mwaskom/seaborn,paulrougieux,1,User
mwaskom/seaborn,theOehrly,1,User
mwaskom/seaborn,cpcloud,1,User
dmlc/xgboost,trivialfis,1889,User
dmlc/xgboost,tqchen,1800,User
dmlc/xgboost,hcho3,550,User
dmlc/xgboost,pommedeterresautee,301,User
dmlc/xgboost,hetong007,262,User
dmlc/xgboost,CodingCat,197,User
dmlc/xgboost,RAMitchell,177,User
dmlc/xgboost,terrytangyuan,174,User
dmlc/xgboost,dependabot[bot],149,Bot
dmlc/xgboost,rongou,131,User
dmlc/xgboost,david-cortes,126,User
dmlc/xgboost,wbo4958,124,User
dmlc/xgboost,khotilov,107,User
dmlc/xgboost,jameslamb,75,User
dmlc/xgboost,razdoburdin,60,User
dmlc/xgboost,nachocano,54,User
dmlc/xgboost,giuliohome,45,User
dmlc/xgboost,kalenhaha,42,User
dmlc/xgboost,tqchen@graphlab.com,35,Anonymous
dmlc/xgboost,cblsjtu,31,User
dmlc/xgboost,Far0n,30,User
dmlc/xgboost,AbdealiLoKo,28,User
dmlc/xgboost,superbobry,26,User
dmlc/xgboost,JohanManders,26,User
dmlc/xgboost,pommedeterresautee,24,Anonymous
dmlc/xgboost,canonizer,24,User
dmlc/xgboost,jseabold,23,User
dmlc/xgboost,antinucleon,22,User
dmlc/xgboost,yanqingmen,22,User
dmlc/xgboost,phunterlau,21,User
dmlc/xgboost,ShvetsKS,21,User
dmlc/xgboost,sinhrks,20,User
dmlc/xgboost,ajkl,20,User
dmlc/xgboost,sriramch,19,User
dmlc/xgboost,chenqin,17,User
dmlc/xgboost,WeichenXu123,12,User
dmlc/xgboost,sperlingxx,11,User
dmlc/xgboost,Yunni,10,User
dmlc/xgboost,EricChenDM,9,User
dmlc/xgboost,yepyao,9,User
dmlc/xgboost,ClimbsRocks,9,User
dmlc/xgboost,pseudotensor,9,User
dmlc/xgboost,Chen Qin,8,Anonymous
dmlc/xgboost,teju85,8,User
dmlc/xgboost,trams,8,User
dmlc/xgboost,tovbinm,7,User
dmlc/xgboost,yanboliang,7,User
dmlc/xgboost,ebernhardson,7,User
dmlc/xgboost,github-actions[bot],7,Bot
dmlc/xgboost,SmirnovEgorRu,7,User
dmlc/xgboost,zhengruifeng,6,User
dmlc/xgboost,unknown,6,Anonymous
dmlc/xgboost,yzliao,6,User
dmlc/xgboost,AlexisMignon,6,User
dmlc/xgboost,dotbg,6,User
dmlc/xgboost,Jamie Hall,6,Anonymous
dmlc/xgboost,mayer79,6,User
dmlc/xgboost,ReeceGoding,6,User
dmlc/xgboost,hjk41,5,User
dmlc/xgboost,Mottl,5,User
dmlc/xgboost,xydrolase,5,User
dmlc/xgboost,Alex Miller,5,Anonymous
dmlc/xgboost,joycebrum,4,User
dmlc/xgboost,Craigacp,4,User
dmlc/xgboost,黄子轩,4,Anonymous
dmlc/xgboost,jakirkham,4,User
dmlc/xgboost,chanis,4,User
dmlc/xgboost,zygmuntz,4,User
dmlc/xgboost,horgh,4,User
dmlc/xgboost,lihang00,4,User
dmlc/xgboost,icyblade,4,User
dmlc/xgboost,zjf,4,User
dmlc/xgboost,KOLANICH,4,User
dmlc/xgboost,kunaljani1100,4,User
dmlc/xgboost,Paulo Alves,4,Anonymous
dmlc/xgboost,thirdwing,4,User
dmlc/xgboost,robertmaynard,4,User
dmlc/xgboost,Shengwen Yang,4,Anonymous
dmlc/xgboost,tcfuji,4,User
dmlc/xgboost,StephanTLavavej,3,User
dmlc/xgboost,Ubuntu,3,Anonymous
dmlc/xgboost,UncleLLD,3,User
dmlc/xgboost,yang-zhang,3,User
dmlc/xgboost,gklab,3,User
dmlc/xgboost,antonymayi,3,User
dmlc/xgboost,damiencarol,3,User
dmlc/xgboost,hxd1011,3,User
dmlc/xgboost,kferris,3,Anonymous
dmlc/xgboost,ngoyal2707,3,User
dmlc/xgboost,nicovdijk,3,User
dmlc/xgboost,ras44,3,User
dmlc/xgboost,white1033,3,User
dmlc/xgboost,wxchan,3,User
dmlc/xgboost,yoori,3,Anonymous
dmlc/xgboost,ayoub317,3,User
dmlc/xgboost,hmchen-github,3,User
dmlc/xgboost,igormp,3,User
dmlc/xgboost,eltociear,3,User
dmlc/xgboost,marugari,3,User
dmlc/xgboost,Totoketchup,3,User
tensorflow/tensorflow,tensorflower-gardener,56807,User
tensorflow/tensorflow,ezhulenev,2697,User
tensorflow/tensorflow,akuegel,1738,User
tensorflow/tensorflow,hawkinsp,1590,User
tensorflow/tensorflow,mihaimaruseac,1555,User
tensorflow/tensorflow,yongtang,1448,User
tensorflow/tensorflow,gunan,1347,User
tensorflow/tensorflow,A. Unique TensorFlower,1340,Anonymous
tensorflow/tensorflow,caisq,1251,User
tensorflow/tensorflow,mrry,1241,User
tensorflow/tensorflow,cheshire,1161,User
tensorflow/tensorflow,roserg,1131,User
tensorflow/tensorflow,benoitsteiner,1046,User
tensorflow/tensorflow,Vijay Vasudevan,1039,Anonymous
tensorflow/tensorflow,jpienaar,1031,User
tensorflow/tensorflow,qlzh727,941,User
tensorflow/tensorflow,d0k,937,User
tensorflow/tensorflow,pifon2a,900,User
tensorflow/tensorflow,Justin Lebar,889,Anonymous
tensorflow/tensorflow,River707,887,User
tensorflow/tensorflow,Sanjoy Das,887,Anonymous
tensorflow/tensorflow,joker-eph,881,User
tensorflow/tensorflow,Amit Patankar,839,Anonymous
tensorflow/tensorflow,chsigg,838,User
tensorflow/tensorflow,martinwicke,801,User
tensorflow/tensorflow,yifeif,788,User
tensorflow/tensorflow,Dan Moldovan,743,Anonymous
tensorflow/tensorflow,allenlavoie,709,User
tensorflow/tensorflow,ddunl,706,User
tensorflow/tensorflow,smit-hinsu,701,User
tensorflow/tensorflow,yangustc07,680,User
tensorflow/tensorflow,jreiffers,671,User
tensorflow/tensorflow,jsimsa,668,User
tensorflow/tensorflow,klucke,640,User
tensorflow/tensorflow,ebrevdo,635,User
tensorflow/tensorflow,alextp,628,User
tensorflow/tensorflow,annarev,605,User
tensorflow/tensorflow,MarkDaoust,597,User
tensorflow/tensorflow,reedwm,566,User
tensorflow/tensorflow,jurahul,536,User
tensorflow/tensorflow,skye,531,User
tensorflow/tensorflow,olegshyshkov,524,User
tensorflow/tensorflow,majnemer,519,User
tensorflow/tensorflow,andyly,518,User
tensorflow/tensorflow,advaitjain,509,User
tensorflow/tensorflow,aaudiber,497,User
tensorflow/tensorflow,Frederik Gossen,496,Anonymous
tensorflow/tensorflow,terryheo,490,User
tensorflow/tensorflow,karimnosseir,486,User
tensorflow/tensorflow,beckerhe,485,User
tensorflow/tensorflow,bixia1,483,User
tensorflow/tensorflow,aaroey,468,User
tensorflow/tensorflow,fergushenderson,465,User
tensorflow/tensorflow,jaingaurav,446,User
tensorflow/tensorflow,rchao,445,User
tensorflow/tensorflow,fchollet,440,User
tensorflow/tensorflow,deven-amd,438,User
tensorflow/tensorflow,nouiz,436,User
tensorflow/tensorflow,asimshankar,436,User
tensorflow/tensorflow,jdduke,435,User
tensorflow/tensorflow,Akshay Modi,419,Anonymous
tensorflow/tensorflow,nicolasvasilache,418,User
tensorflow/tensorflow,antiagainst,416,User
tensorflow/tensorflow,lrdxgm,416,User
tensorflow/tensorflow,angerson,413,User
tensorflow/tensorflow,rohan100jain,405,User
tensorflow/tensorflow,k-w-w,404,User
tensorflow/tensorflow,kaixih,401,User
tensorflow/tensorflow,abattery,399,User
tensorflow/tensorflow,pschuh,394,User
tensorflow/tensorflow,LukeBoyer,393,User
tensorflow/tensorflow,bhack,392,User
